"card_no","sex","major","access_no"
"180839","女","18连锁经营","21444282"
"180840","女","18连锁经营","21641882"
"180841","女","18连锁经营","19253098"
"180842","女","18连锁经营","18428986"
"180843","女","18连锁经营","20305978"
"180844","女","18连锁经营","20655690"
"180845","女","18连锁经营","18810058"
"180846","女","18连锁经营","20115194"
"180847","女","18连锁经营","22240538"
"180848","女","18连锁经营","19836314"
"180849","女","18连锁经营","15521706"
"180850","女","18连锁经营","21710970"
"180851","女","18连锁经营","20717690"
"180852","女","18连锁经营","19520330"
"180853","女","18连锁经营","20117514"
"180854","女","18连锁经营","19437674"
"180855","女","18连锁经营","20035546"
"180856","女","18连锁经营","20717386"
"180857","女","18连锁经营","20755578"
"180858","女","18连锁经营","21018954"
"180859","女","18连锁经营","20263034"
"180860","女","18连锁经营","18915434"
"180861","女","18连锁经营","21151626"
"180862","女","18连锁经营","20110794"
"180863","女","18连锁经营","16804058"
"180864","女","18连锁经营","19225882"
"180865","女","18连锁经营","20523338"
"180866","女","18连锁经营","21848970"
"180867","女","18连锁经营","19846282"
"180868","女","18连锁经营","21724138"
"180869","女","18连锁经营","19252890"
"180870","女","18连锁经营","20021674"
"180871","女","18连锁经营","21459786"
"180872","女","18连锁经营","20433322"
"180873","男","18市场营销","19613770"
"180874","男","18市场营销","21717642"
"180875","男","18市场营销","18640970"
"180876","男","18市场营销","21356090"
"180877","男","18市场营销","20437514"
"180878","男","18市场营销","21102746"
"180879","男","18市场营销","16953194"
"180880","男","18市场营销","21629930"
"180881","男","18市场营销","21322314"
"180882","男","18市场营销","20021978"
"180883","男","18市场营销","20033562"
"180884","男","18市场营销","20702170"
"180885","男","18市场营销","21250234"
"180886","男","18市场营销","21309466"
"180887","男","18市场营销","20019322"
"180888","男","18市场营销","1042842"
"180889","男","18市场营销","21836170"
"180890","男","18市场营销","20658906"
"180891","男","18市场营销","20711210"
"180892","男","18市场营销","22537162"
"180893","男","18市场营销","21407290"
"180894","男","18市场营销","19703002"
"180895","男","18市场营销","19802154"
"180896","男","18市场营销","21328122"
"180897","男","18市场营销","21404154"
"180898","男","18市场营销","20207370"
"180899","男","18市场营销","21329354"
"180900","男","18市场营销","21454986"
"180901","男","18市场营销","20354858"
"180902","男","18市场营销","16950906"
"180903","男","18市场营销","21804410"
"180904","男","18市场营销","18433258"
"180905","男","18市场营销","21840826"
"180906","男","18市场营销","20925242"
"180907","男","18市场营销","18512202"
"180908","男","18市场营销","20520090"
"180909","男","18市场营销","19350106"
"180910","男","18市场营销","19838122"
"180911","男","18市场营销","18731290"
"180912","男","18市场营销","21020026"
"180913","男","18市场营销","19210458"
"180914","男","18市场营销","20935658"
"180915","男","18市场营销","21524058"
"180916","男","18市场营销","16744410"
"180917","男","18市场营销","20531754"
"180918","男","18市场营销","19745530"
"180919","男","18市场营销","20028266"
"180920","男","18市场营销","19661450"
"180921","男","18市场营销","20754954"
"180922","男","18市场营销","20763210"
"180923","男","18市场营销","20942586"
"180924","男","18市场营销","19134522"
"180925","男","18市场营销","16950970"
"180926","男","18市场营销","20018266"
"180927","男","18市场营销","19430506"
"180928","男","18市场营销","19832410"
"180929","男","18市场营销","20664234"
"180930","男","18市场营销","21952506"
"180931","男","18市场营销","21707482"
"180932","男","18市场营销","18721258"
"180933","男","18市场营销","20163434"
"180934","男","18市场营销","20338538"
"180935","男","18市场营销","19833770"
"180936","男","18市场营销","16863450"
"180937","男","18市场营销","20447914"
"180938","男","18市场营销","19308762"
"180939","男","18市场营销","21449898"
"180940","男","18市场营销","19852890"
"180941","男","18市场营销","20935354"
"180942","男","18市场营销","21021946"
"180943","男","18市场营销","20622906"
"180944","男","18市场营销","18549018"
"180945","男","18市场营销","21019626"
"180946","男","18市场营销","21458650"
"180947","男","18市场营销","21931354"
"180948","女","18市场营销","20922842"
"180949","女","18市场营销","18433482"
"180950","女","18市场营销","20603050"
"180951","女","18市场营销","18725258"
"180952","女","18市场营销","21030842"
"180953","女","18市场营销","22015450"
"180954","女","18市场营销","19703498"
"180955","女","18市场营销","18452890"
"180956","女","18市场营销","22609882"
"180957","女","18市场营销","18762858"
"180958","女","18市场营销","19933450"
"180959","女","18市场营销","356298"
"180960","女","18市场营销","19613274"
"180961","女","18市场营销","19118794"
"180962","女","18市场营销","18347722"
"180963","女","18市场营销","19306698"
"180964","女","18市场营销","21145082"
"180965","女","18市场营销","20514874"
"180966","女","18市场营销","20863082"
"180967","女","18市场营销","18754762"
"180968","女","18市场营销","21156474"
"180969","女","18市场营销","16943162"
"180970","女","18市场营销","19703898"
"180971","女","18市场营销","22031322"
"180972","女","18市场营销","15526618"
"180973","女","18市场营销","14943722"
"180974","女","18市场营销","20036874"
"180975","女","18市场营销","21449402"
"180976","女","18市场营销","20109418"
"180977","女","18市场营销","19609466"
"180978","女","18市场营销","21644058"
"180979","女","18市场营销","20026602"
"180980","女","18市场营销","19342922"
"180981","女","18市场营销","25202410"
"180982","女","18市场营销","19839562"
"180983","女","18市场营销","21655578"
"180984","女","18市场营销","19759930"
"180985","女","18市场营销","20662874"
"180986","女","18市场营销","22307690"
"180987","女","18市场营销","20207994"
"180988","女","18市场营销","21615018"
"180989","女","18市场营销","18357194"
"180990","女","18市场营销","8925814"
"180991","女","18市场营销","21364202"
"180992","女","18市场营销","21057402"
"180993","女","18市场营销","21843930"
"180994","女","18市场营销","21711066"
"180995","女","18市场营销","18640842"
"180996","女","18市场营销","15450522"
"180997","女","18市场营销","20263050"
"180998","女","18市场营销","21645914"
"180999","女","18市场营销","21065466"
"181000","女","18市场营销","19437946"
"181001","女","18市场营销","19529562"
"181002","女","18市场营销","19340906"
"181003","女","18市场营销","11725562"
"181004","女","18市场营销","18451802"
"181005","女","18市场营销","19515114"
"181006","女","18市场营销","21407274"
"181007","女","18市场营销","20106554"
"181008","女","18市场营销","18659930"
"181009","女","18市场营销","21452218"
"181010","女","18市场营销","20100554"
"181011","女","18市场营销","19529834"
"181012","女","18市场营销","20614810"
"181013","女","18市场营销","25229818"
"181014","女","18市场营销","13306842"
"181015","女","18市场营销","20356298"
"181016","女","18市场营销","20026698"
"181017","女","18市场营销","20257178"
"181018","女","18市场营销","21956266"
"181019","女","18市场营销","22027834"
"181020","女","18市场营销","20013962"
"181021","女","18市场营销","21456010"
"181022","女","18市场营销","19343466"
"181023","女","18市场营销","119850"
"181024","女","18市场营销","21158026"
"181025","女","18市场营销","20805978"
"181026","女","18市场营销","21240730"
"181027","女","18市场营销","21441562"
"181028","女","18市场营销","21010554"
"181029","女","18市场营销","19442010"
"181030","女","18市场营销","19829162"
"181031","女","18市场营销","21437562"
"181032","女","18市场营销","21401738"
"181033","女","18市场营销","19934746"
"181034","女","18市场营销","737978"
"181035","女","18市场营销","16822474"
"181036","女","18市场营销","19351706"
"181037","女","18市场营销","18423450"
"181038","女","18市场营销","23510970"
"181039","女","18市场营销","14852298"
"181040","女","18市场营销","21247546"
"181041","女","18市场营销","21834362"
"181042","女","18市场营销","20527082"
"181043","女","18市场营销","21939082"
"181044","女","18市场营销","18449530"
"181045","女","18市场营销","19935194"
"181046","女","18市场营销","19927274"
"181047","女","18市场营销","21018298"
"181048","女","18市场营销","18518970"
"181049","女","18市场营销","19351802"
"181050","女","18市场营销","20335210"
"181051","女","18市场营销","19341066"
"181052","女","18市场营销","18636794"
"181053","女","18市场营销","19008042"
"181054","女","18市场营销","19134794"
"181055","男","18电气自动化","21018682"
"181056","男","18电气自动化","22035418"
"181057","男","18电气自动化","20756202"
"181058","男","18电气自动化","20017930"
"181059","男","18电气自动化","21518650"
"181060","男","18电气自动化","20703290"
"181061","男","18电气自动化","21953626"
"181062","男","18电气自动化","21717050"
"181063","男","18电气自动化","19615018"
"181064","男","18电气自动化","18642826"
"181065","男","18电气自动化","21706986"
"181066","男","18电气自动化","21144138"
"181067","男","18电气自动化","19355402"
"181068","男","18电气自动化","19708490"
"181069","男","18电气自动化","18722106"
"181070","男","18电气自动化","21451114"
"181071","男","18电气自动化","21027066"
