card_no,days,day_cost,per_eve,per_morn,per_noon,sum_cost,count,class
183104,20,20.2,9.13,1.93,9.14,404.0,73,2
183105,24,13.84,4.5,1.77,7.57,332.2,65,2
183106,29,17.52,8.09,2.1,7.33,508.0,101,0
181629,28,22.39,10.07,4.0,8.31,626.8,206,0
181630,19,12.32,2.47,3.03,6.81,234.0,57,2
181631,20,16.73,7.61,2.47,6.65,334.6,90,2
181632,6,6.23,3.3,2.93,0.0,37.4,18,1
181634,12,22.6,13.83,0.58,8.18,271.2,39,2
184053,1,20.6,0.0,0.0,20.6,20.6,0,1
180316,25,8.86,3.78,0.83,4.25,221.5,102,2
180317,27,9.88,2.67,2.06,5.14,266.7,114,2
184057,1,116.4,116.4,0.0,0.0,116.4,0,1
180318,25,12.0,5.04,1.85,5.11,299.9,117,2
180319,11,13.73,7.55,1.68,4.49,151.0,42,1
180320,18,15.33,6.97,2.14,6.22,275.9,52,2
180321,20,11.32,4.77,1.33,5.21,226.3,65,2
180323,20,10.5,1.54,3.99,4.97,209.9,63,1
181638,13,7.21,3.68,3.53,0.0,93.7,39,1
181640,26,18.74,9.02,2.08,7.64,487.2,83,0
183059,17,18.16,8.45,2.96,6.76,308.8,65,2
182284,15,17.69,8.49,4.76,4.45,265.4,49,2
183661,22,20.47,8.22,3.99,8.26,450.4,114,0
183662,19,12.17,5.91,0.26,6.01,231.3,69,2
183664,25,11.64,4.36,2.4,4.88,291.0,86,2
183665,28,12.8,5.52,2.22,5.06,358.3,120,2
183667,21,14.77,5.67,1.72,7.37,310.1,88,2
180740,24,27.69,19.67,1.65,6.38,664.5,88,0
182768,12,17.3,9.14,2.16,6.0,207.6,41,1
181652,28,28.87,8.88,0.93,19.06,808.4,91,0
181653,26,15.17,7.04,1.48,6.65,394.5,126,2
181656,27,20.09,11.79,1.46,6.84,542.3,116,0
180742,26,17.2,8.07,2.68,6.45,447.2,145,0
180744,26,12.27,5.75,2.37,4.15,319.1,121,2
181657,23,14.9,6.81,1.27,6.83,342.8,66,2
181658,27,15.66,9.02,0.83,5.81,422.8,92,0
181659,25,17.06,8.01,1.25,7.81,426.6,96,0
181661,26,16.35,8.57,1.34,6.45,425.2,123,0
181664,29,15.46,6.34,2.91,6.21,448.42,143,0
182325,16,12.42,5.22,3.51,3.69,198.7,62,1
181139,25,13.63,3.92,2.7,7.01,340.8,103,2
181142,26,20.43,10.88,2.18,7.37,531.3,105,0
184146,27,15.55,4.14,5.09,6.32,419.9,116,0
184151,21,14.1,8.96,0.42,4.72,296.1,67,2
184152,28,13.44,6.4,1.45,5.59,376.3,58,2
184153,20,7.03,3.21,0.96,2.86,140.7,37,1
181144,29,19.8,10.66,1.99,7.15,574.28,177,0
181145,27,14.91,5.83,2.05,7.03,402.7,130,2
181148,15,17.43,6.3,1.29,9.84,261.5,46,2
181150,25,15.54,7.06,1.91,6.58,388.6,157,2
181151,23,22.58,9.97,2.08,10.53,519.3,113,0
184159,18,10.49,3.33,2.1,5.07,188.9,33,1
184160,27,15.84,6.84,2.02,6.97,427.6,100,0
184155,23,12.09,4.86,1.27,5.97,278.0,91,2
184156,17,7.06,1.08,2.02,3.96,120.0,27,1
184157,17,14.6,6.98,0.97,6.65,248.2,53,2
184158,24,12.03,3.91,1.27,6.86,288.8,57,2
181152,25,16.41,5.98,2.82,7.62,410.3,83,2
181153,25,3.93,1.06,2.26,0.62,98.2,40,1
184167,12,21.05,10.82,1.25,8.97,252.6,52,2
184169,27,19.05,9.79,4.36,4.9,514.3,134,0
184170,23,13.43,4.56,2.09,6.79,309.0,74,2
184173,3,16.43,5.0,1.77,9.67,49.3,10,1
184176,27,17.25,7.06,2.76,7.43,465.7,161,0
184179,29,20.66,6.41,2.35,11.9,599.1,181,0
184181,23,7.84,1.96,2.15,3.73,180.3,97,1
184182,21,13.2,3.57,2.65,6.98,277.3,56,2
184187,22,12.44,1.62,2.59,8.23,273.7,60,2
181649,19,11.47,5.53,0.57,5.37,217.9,44,1
184188,23,9.38,0.68,2.72,5.98,215.8,96,2
184189,21,16.83,2.4,3.5,10.93,353.4,85,2
184190,23,15.82,6.48,1.8,7.54,363.9,96,2
184191,27,13.17,3.26,3.46,6.45,355.5,120,2
183668,16,29.7,9.18,3.59,16.93,475.2,89,0
183669,13,16.28,9.06,0.0,7.22,211.6,29,1
183670,24,12.62,3.35,1.75,7.52,302.9,85,2
183671,27,12.96,4.46,2.25,6.24,349.8,146,2
183672,25,18.26,7.25,1.08,9.93,456.5,121,0
183673,22,8.84,2.51,0.86,5.46,194.5,70,1
183674,25,16.58,8.95,1.87,5.76,414.5,85,2
183675,23,18.47,9.99,2.77,5.72,424.8,113,0
183676,13,12.03,4.98,0.85,6.21,156.4,42,1
183677,23,14.14,5.77,0.21,8.16,325.3,55,2
183678,12,11.67,4.13,1.43,6.13,140.1,26,1
183679,27,5.49,2.21,0.0,3.28,148.2,120,1
182023,25,23.54,9.22,3.93,10.39,588.5,95,0
182025,16,14.74,2.5,2.62,9.63,235.9,39,2
183680,23,12.49,5.23,1.8,5.46,287.3,87,2
184106,14,13.68,0.54,2.14,11.01,191.5,39,1
184107,18,14.01,6.47,1.27,6.26,252.1,51,2
184110,18,5.22,0.0,3.52,1.69,93.9,24,1
184118,15,9.35,3.2,1.5,4.65,140.2,27,1
182026,16,9.27,3.06,0.45,5.76,148.3,45,1
182028,27,23.67,13.99,0.84,8.84,639.1,78,0
182029,23,24.07,9.71,5.09,9.27,553.5,101,0
182030,20,16.92,7.24,1.85,7.83,338.4,56,2
182031,19,21.51,9.18,4.21,8.11,408.6,79,2
182033,19,20.15,8.93,3.51,7.71,382.8,58,2
182034,19,13.91,6.93,0.05,6.93,264.3,40,2
182037,17,20.74,9.53,2.71,8.5,352.6,54,2
181423,16,6.32,1.43,1.46,3.42,101.09,28,1
181426,13,11.1,2.24,3.17,5.69,144.3,53,1
182302,1,100.5,0.0,0.0,100.5,100.5,3,1
181864,24,12.31,4.54,1.53,6.24,295.4,78,2
181865,25,12.4,5.12,2.49,4.79,310.0,123,2
181866,26,11.83,4.8,1.18,5.84,307.5,106,2
181437,10,12.83,4.18,0.92,7.73,128.3,51,1
183137,29,7.73,4.14,0.0,3.59,224.1,73,2
183138,28,8.65,2.25,3.26,3.14,242.1,60,2
183139,13,37.13,10.18,0.31,26.64,482.7,41,0
183141,21,20.27,7.29,2.5,10.48,425.6,58,0
183142,20,18.78,9.07,2.13,7.58,375.6,74,2
183146,19,16.42,5.0,2.68,8.73,311.9,57,2
183151,19,14.59,7.93,0.89,5.77,277.2,64,2
183153,18,15.0,4.03,3.14,7.83,270.0,59,2
183162,20,12.93,5.2,1.23,6.5,258.5,50,2
183164,26,22.86,10.94,1.72,10.2,594.3,159,0
183165,8,12.5,5.63,3.56,3.31,100.0,22,1
181646,26,24.72,11.14,4.21,9.37,642.8,147,0
181648,20,22.89,6.57,0.57,15.75,457.9,82,0
181650,15,15.65,5.45,2.93,7.27,234.7,71,2
180755,11,18.26,8.11,2.84,7.32,200.9,36,1
180758,18,22.14,10.47,4.2,7.48,398.6,87,2
181665,24,11.45,5.6,1.4,4.46,274.9,53,2
181667,29,17.41,8.17,1.92,7.33,505.0,112,0
181458,25,15.42,6.82,3.26,5.34,385.5,102,2
181459,28,22.58,10.41,3.4,8.77,632.2,143,0
181460,14,9.14,4.52,2.61,2.0,127.9,38,1
181461,25,8.3,3.44,1.27,3.58,207.4,96,1
181462,26,16.39,7.73,2.33,6.33,426.2,184,0
181463,19,7.59,1.74,1.42,4.44,144.2,55,1
182463,3,14.63,2.63,0.0,12.0,43.9,7,1
180334,26,11.01,4.34,1.16,5.5,286.2,89,2
180335,21,6.74,2.41,0.19,4.14,141.6,60,1
180336,25,15.63,2.85,2.32,10.46,390.7,64,2
180337,13,15.98,6.82,1.73,7.43,207.7,48,1
181138,27,16.93,7.66,1.11,8.16,457.1,92,0
180338,17,13.35,7.32,0.18,5.84,226.9,67,2
180339,29,9.07,4.1,1.59,3.37,262.9,110,2
180340,20,12.29,6.11,1.09,5.09,245.8,77,2
180341,14,14.33,4.9,1.29,8.14,200.6,42,1
183623,4,25.5,15.75,1.0,8.75,102.0,17,1
183624,13,13.78,6.75,3.31,3.73,179.2,36,1
181154,17,13.16,7.31,1.53,4.32,223.8,48,1
181155,25,19.54,5.82,5.5,8.22,488.4,175,0
181156,26,9.91,5.13,1.28,3.5,257.7,118,2
181157,19,10.67,4.58,2.06,4.03,202.7,60,1
181158,26,16.1,6.28,2.36,7.47,418.7,90,2
181159,16,11.28,4.79,3.21,3.28,180.4,60,1
181871,28,13.37,5.45,1.93,5.98,374.3,161,2
181874,22,11.54,4.04,1.43,6.07,253.8,63,2
181876,28,15.13,6.44,2.31,6.39,423.6,159,0
182521,20,16.52,7.86,0.4,8.26,330.5,51,2
182522,20,11.67,5.74,0.55,5.38,233.4,74,2
182523,21,9.0,1.82,0.05,7.13,189.0,40,1
182524,22,9.59,1.02,2.07,6.5,211.0,80,1
181877,16,3.86,0.58,2.22,1.06,61.8,21,1
181878,20,3.31,0.1,3.02,0.2,66.3,35,1
183107,25,15.64,8.37,0.08,7.18,390.9,62,2
183108,15,9.25,6.17,0.61,2.47,138.7,22,1
182038,27,26.83,8.31,0.91,17.61,724.4,96,0
182039,21,27.1,10.15,6.0,10.95,569.1,106,0
182040,24,17.63,6.66,3.95,7.02,423.2,150,0
181464,23,12.98,4.66,2.77,5.56,298.5,87,2
181465,27,17.0,7.39,2.19,7.42,458.9,152,0
181470,23,14.63,7.85,2.4,4.37,336.4,151,2
183109,23,15.35,6.34,1.93,7.07,353.0,69,2
183110,19,14.22,5.13,0.0,9.09,270.2,67,2
183112,10,11.81,5.47,1.05,5.29,118.1,26,1
183113,23,10.96,3.28,1.81,5.86,252.0,120,2
183115,18,13.26,5.45,1.07,6.74,238.7,49,2
182041,26,15.81,6.35,2.93,6.53,411.0,136,2
182042,23,23.5,8.8,4.63,10.07,540.5,103,0
182044,14,23.95,9.43,5.37,9.15,335.3,52,2
182046,18,11.56,3.72,4.36,3.48,208.1,77,1
182047,20,10.55,1.43,2.47,6.66,211.1,67,1
181471,27,16.02,6.14,1.67,8.21,432.5,102,0
181472,23,18.13,9.26,3.65,5.22,417.0,102,2
181473,27,14.26,5.19,1.97,7.11,385.1,92,2
181475,26,12.62,5.34,1.48,5.81,328.2,101,2
183111,16,9.43,4.36,3.26,1.81,150.8,30,1
183116,28,15.67,6.17,3.07,6.44,438.9,101,0
183118,19,14.55,6.5,0.05,8.0,276.5,38,2
183119,16,12.02,3.44,1.44,7.14,192.3,25,1
183121,26,10.15,3.44,2.09,4.63,264.0,75,2
183123,27,15.85,8.39,0.17,7.29,428.0,74,0
183127,6,10.93,3.27,2.38,5.28,65.6,14,1
183129,12,9.15,5.38,1.21,2.56,109.8,26,1
183131,8,14.5,3.41,5.79,5.3,116.0,38,1
180698,14,12.82,7.75,2.5,2.57,179.5,27,1
183132,24,13.71,3.72,1.57,8.42,329.1,63,2
183133,21,9.99,4.74,1.07,4.19,209.8,67,1
183134,24,19.68,3.93,1.0,14.75,472.4,46,0
183136,26,12.12,4.46,0.16,7.51,315.2,47,2
184128,18,12.74,5.04,0.76,6.94,229.4,63,2
184133,22,9.64,1.73,3.23,4.68,212.1,63,1
184136,21,15.6,5.9,5.38,4.33,327.7,70,2
182507,22,10.89,2.79,1.99,6.11,239.6,54,2
182508,24,18.33,6.61,2.2,9.53,440.0,101,0
182514,16,10.37,3.75,0.0,6.62,165.9,30,1
182517,24,12.93,3.95,1.9,7.08,310.4,66,2
182518,24,14.97,6.17,1.87,6.92,359.2,76,2
182519,23,10.12,3.41,0.04,6.67,232.8,48,2
180325,24,22.68,10.25,1.47,10.97,544.4,92,0
180326,21,7.62,3.28,0.59,3.75,160.0,74,1
180328,22,17.18,6.61,1.03,9.54,378.0,78,2
180331,29,13.91,5.4,2.33,6.18,403.4,168,2
180332,25,12.33,4.95,0.67,6.71,308.2,103,2
180333,24,7.1,1.41,0.92,4.77,170.5,63,1
182048,22,13.42,5.61,2.47,5.34,295.3,55,2
182049,22,15.55,1.6,2.35,11.61,342.2,107,2
182050,21,8.96,3.26,2.07,3.63,188.2,48,1
182055,21,9.52,3.61,2.93,2.99,200.0,67,1
182057,19,12.97,6.99,0.0,5.97,246.4,86,2
182058,21,16.23,9.94,1.56,4.73,340.8,99,2
182059,19,15.95,3.45,4.95,7.55,303.1,51,2
182063,17,10.19,3.45,2.52,4.22,173.3,75,1
182064,19,12.17,3.11,0.98,8.08,231.2,37,1
182065,22,6.82,1.79,1.06,3.97,150.0,84,1
183645,13,18.72,11.07,1.35,6.3,243.3,83,2
183652,10,16.29,5.84,1.8,8.65,162.9,51,1
180342,28,11.13,4.62,1.4,5.11,311.7,152,2
180343,25,17.47,8.79,1.52,7.16,436.7,134,0
180344,23,10.52,4.19,0.95,5.38,242.0,77,2
180345,24,16.82,6.97,3.31,6.54,403.6,120,2
180348,18,13.05,2.24,1.54,9.27,234.9,51,2
180351,26,9.1,4.32,0.08,4.7,236.6,55,2
180352,26,11.16,4.17,0.21,6.78,290.2,49,2
180353,24,14.98,6.19,2.11,6.69,359.6,71,2
181668,27,14.76,7.13,1.41,6.22,398.4,100,2
181670,27,16.29,6.05,3.21,7.02,439.8,112,0
181672,22,12.5,6.16,1.13,5.21,275.0,64,2
181675,29,9.0,3.99,1.59,3.42,261.0,66,2
181676,23,22.5,10.07,1.19,11.24,517.5,111,0
181678,22,6.25,2.18,1.69,2.38,137.4,33,1
181680,27,14.16,6.37,1.48,6.3,382.3,94,2
181867,26,15.52,8.17,1.43,5.93,403.6,96,2
181452,20,14.43,7.53,1.64,5.26,288.5,75,2
182794,8,18.01,7.13,0.81,10.07,144.1,24,1
181740,29,16.0,7.43,2.83,5.74,463.9,157,0
181742,27,12.76,5.64,2.18,4.93,344.4,176,2
181743,17,13.22,4.5,2.87,5.85,224.8,59,1
181744,25,9.64,3.46,1.26,4.91,240.9,86,2
182924,6,8.57,6.18,0.0,2.38,51.4,11,1
184319,24,7.5,3.49,1.59,2.43,180.1,72,1
184321,25,11.02,5.85,0.0,5.17,275.4,65,2
184324,20,13.21,3.6,1.96,7.64,264.2,56,2
184326,17,26.8,12.15,5.39,9.26,455.6,67,0
183857,20,8.44,0.4,3.55,4.49,168.8,69,1
183858,20,21.5,6.75,2.77,11.98,430.0,65,0
183859,25,30.09,5.79,3.35,20.95,752.3,98,0
183861,22,10.02,2.57,2.77,4.67,220.4,60,1
183862,21,12.56,3.49,2.23,6.84,263.7,71,2
183863,14,14.56,4.54,2.31,7.71,203.9,32,1
183864,20,14.88,10.32,1.66,2.9,297.6,83,2
180537,24,16.94,6.11,1.93,8.91,406.6,96,2
180538,16,13.16,4.66,2.11,6.38,210.5,42,1
180540,22,21.79,8.93,4.3,8.55,479.3,111,0
180544,23,11.97,3.81,2.58,5.58,275.3,73,2
180545,25,20.95,9.81,2.48,8.66,523.8,113,0
183422,29,19.75,10.19,2.43,7.13,572.8,163,0
183423,15,5.81,0.8,3.21,1.8,87.2,36,1
183424,29,13.07,5.41,2.3,5.36,378.9,150,2
183425,17,9.64,1.21,1.14,7.29,163.9,63,1
183426,16,19.56,15.06,1.46,3.03,312.9,49,2
180153,27,13.06,5.57,1.71,5.78,352.7,129,2
180154,22,19.52,10.3,2.23,7.0,429.5,66,0
180155,11,8.45,1.58,0.69,6.18,93.0,15,1
180156,12,8.04,1.63,1.21,5.21,96.5,24,1
180159,27,11.62,7.46,1.69,2.47,313.8,136,2
180160,22,9.08,1.88,0.69,6.51,199.8,61,1
180162,29,14.64,2.43,3.98,8.23,424.6,90,0
180164,26,9.67,4.23,1.95,3.48,251.4,130,2
181517,23,28.84,13.64,4.04,11.15,663.3,105,0
181519,25,15.94,5.56,2.33,8.05,398.5,147,2
181520,19,25.17,12.44,1.68,11.06,478.3,94,0
181521,29,17.98,6.89,3.18,7.9,521.4,121,0
181523,16,33.5,25.34,0.0,8.16,536.0,55,0
181160,19,12.63,6.48,2.14,4.01,240.0,75,2
181162,27,18.22,10.69,0.37,7.17,492.0,74,0
181164,22,4.9,0.0,4.81,0.09,107.8,41,1
183876,16,19.73,3.23,0.23,16.27,315.6,53,2
183878,17,8.43,1.61,1.24,5.58,143.3,48,1
183899,1,7.0,0.0,0.0,7.0,7.0,0,1
181868,21,9.57,3.38,1.02,5.17,201.0,37,1
181869,23,14.92,6.39,1.46,7.07,343.1,100,2
181870,27,11.29,4.47,1.06,5.76,304.7,65,2
181681,25,13.86,5.19,3.63,5.04,346.4,150,2
181682,18,5.23,0.83,2.57,1.83,94.2,36,1
181683,24,16.39,7.94,0.44,8.01,393.3,71,2
181685,17,14.62,4.03,3.14,7.45,248.5,79,2
181688,19,10.34,2.55,2.14,5.65,196.5,87,1
181690,18,18.38,7.84,1.72,8.82,330.9,88,2
183690,23,16.57,7.03,2.19,7.35,381.1,109,2
183691,20,19.13,7.61,2.52,9.0,382.7,71,2
183692,19,15.24,5.26,2.61,7.37,289.55,125,2
183693,18,10.23,4.53,0.11,5.59,184.1,43,1
183694,25,13.82,6.84,1.1,5.88,345.6,51,2
183695,25,15.79,9.52,0.14,6.12,394.7,97,2
183697,20,13.01,2.09,1.41,9.5,260.2,80,2
183698,26,14.36,3.01,6.55,4.8,373.3,83,2
181674,22,12.05,4.78,1.87,5.4,265.1,80,2
181479,29,26.34,6.92,2.4,17.02,763.8,95,0
181679,17,14.05,5.73,2.62,5.69,238.8,89,2
181480,28,13.46,5.64,2.33,5.49,377.0,121,2
181481,22,18.89,8.95,1.89,8.05,415.6,127,0
181483,25,27.07,5.58,0.72,20.77,676.7,81,0
181484,18,11.13,3.53,1.74,5.86,200.4,41,1
181487,26,23.69,10.54,1.82,11.33,615.9,173,0
181488,22,14.79,7.0,2.07,5.72,325.4,103,2
183166,28,14.03,4.7,2.89,6.44,392.9,100,2
183168,7,5.57,0.71,3.57,1.29,39.0,11,1
183169,29,18.17,8.05,2.14,7.99,527.01,124,0
183170,23,16.38,2.2,5.18,9.0,376.7,75,2
183171,21,19.97,10.05,2.25,7.66,419.3,80,2
183172,1,303.0,0.0,0.0,303.0,303.0,2,2
183173,27,15.14,5.45,2.04,7.65,408.8,93,2
184143,9,11.36,6.18,2.34,2.83,102.2,20,1
181489,25,21.16,9.03,2.19,9.94,528.9,117,0
181490,25,30.4,11.67,1.52,17.22,760.1,192,0
184149,20,12.86,7.62,0.55,4.69,257.1,97,2
181491,27,10.19,3.0,0.93,6.26,275.0,61,2
181492,16,12.57,6.49,1.16,4.91,201.1,43,1
182800,15,10.25,3.59,2.47,4.19,153.7,56,1
183175,26,13.63,6.49,1.89,5.25,354.3,103,2
183178,25,15.66,5.31,3.35,7.0,391.5,111,2
183182,21,14.61,6.03,2.05,6.52,306.8,76,2
183185,20,14.32,4.85,0.53,8.95,286.5,45,2
183186,25,22.23,11.68,2.02,8.53,555.8,100,0
183187,24,17.9,8.73,1.48,7.68,429.5,98,0
183188,25,12.23,5.42,2.31,4.5,305.7,73,2
183189,22,12.86,3.05,1.77,8.05,282.9,51,2
183191,4,21.1,9.5,4.35,7.25,84.4,11,1
183117,8,10.0,8.0,0.0,2.0,80.0,9,1
180788,19,13.49,7.0,1.46,5.03,256.4,100,2
183120,11,9.9,4.27,2.96,2.66,108.9,20,1
183122,21,13.27,3.29,4.07,5.91,278.7,41,2
183126,9,8.87,3.78,0.94,4.14,79.8,18,1
183681,20,13.84,6.06,1.48,6.29,276.8,90,2
183683,20,11.45,3.5,0.17,7.78,229.0,85,2
183685,21,9.33,2.86,0.0,6.47,195.9,53,1
183686,16,12.7,2.62,0.42,9.66,203.2,32,1
183687,15,10.51,3.36,0.87,6.27,157.6,31,1
183688,23,16.69,6.73,2.75,7.21,383.8,104,2
182066,15,15.69,8.03,4.43,3.23,235.3,42,2
182072,23,14.41,3.77,4.24,6.4,331.5,59,2
182073,17,8.94,1.08,1.49,6.36,151.9,57,1
182075,8,14.95,7.5,3.06,4.39,119.59,24,1
182078,17,11.43,5.6,2.66,3.17,194.3,68,1
182079,24,12.72,6.45,2.47,3.8,305.3,102,2
182082,18,11.44,5.92,1.36,4.17,205.9,64,1
182083,17,23.81,4.74,2.23,16.84,404.8,62,2
182084,12,10.91,1.75,2.3,6.86,130.9,25,1
182085,16,7.4,3.26,0.94,3.19,118.4,40,1
182089,24,27.97,12.71,5.0,10.26,671.3,91,0
182091,19,13.05,5.22,1.78,6.05,248.0,57,2
182092,21,13.36,5.98,0.95,6.44,280.6,74,2
182093,20,11.57,5.24,3.48,2.87,231.5,77,2
182362,3,7.17,0.0,1.67,5.5,21.5,5,1
181180,17,6.54,2.31,1.48,2.76,111.2,31,1
184192,28,15.5,6.98,1.85,6.66,433.9,153,0
184194,5,13.6,2.5,1.8,9.3,68.0,12,1
184195,23,12.16,3.51,2.07,6.58,279.6,95,2
184196,23,16.84,6.78,2.82,7.24,387.3,89,2
184201,12,20.94,4.46,4.66,11.83,251.3,61,2
182814,9,31.46,26.74,0.89,3.82,283.1,23,2
184204,8,11.14,2.13,1.81,7.2,89.1,15,1
184206,16,9.31,4.41,0.31,4.59,149.0,36,1
184207,29,12.65,4.94,0.81,6.9,366.8,94,2
184209,20,9.9,1.73,3.65,4.53,198.1,77,1
184210,9,6.77,1.8,0.57,4.4,60.9,35,1
184211,19,19.59,6.94,4.71,7.94,372.3,110,2
184213,18,9.82,1.0,3.24,5.57,176.7,94,1
182479,18,11.12,2.16,2.27,6.69,200.1,74,1
180354,15,16.95,7.78,0.89,8.28,254.2,41,2
180355,23,9.24,4.86,0.46,3.93,212.6,47,1
180356,22,9.69,4.46,1.44,3.79,213.1,59,1
180357,26,10.75,5.57,0.0,5.18,279.6,58,2
180358,27,14.14,9.37,0.0,4.77,381.8,53,2
180359,21,7.27,3.65,0.5,3.12,152.6,86,1
180859,2,19.45,13.25,2.25,3.95,38.9,8,1
180360,24,6.68,2.74,0.78,3.16,160.3,105,1
180361,18,7.99,2.69,0.95,4.35,143.8,64,1
180362,11,18.13,11.89,0.37,5.86,199.4,37,1
182823,6,19.87,2.0,0.0,17.87,119.2,11,1
181884,19,10.44,3.59,1.72,5.13,198.3,55,1
182836,15,5.19,2.1,0.48,2.61,77.8,37,1
184163,19,6.43,2.55,1.64,2.24,122.2,29,1
183128,26,13.49,5.17,1.62,6.7,350.7,67,2
180001,16,10.1,4.09,2.07,3.94,161.6,34,1
180002,14,9.06,4.24,1.71,3.1,126.8,47,1
180004,28,20.43,9.35,1.36,9.72,572.0,99,0
180007,24,21.36,7.94,5.75,7.67,512.6,116,0
180008,21,13.11,5.7,1.72,5.7,275.4,58,2
180009,25,12.19,4.67,1.14,6.38,304.8,47,2
180011,25,14.24,7.82,1.69,4.73,355.9,111,2
182785,9,10.11,2.22,2.17,5.72,91.0,17,1
180012,26,13.32,7.29,0.8,5.22,346.2,102,2
180013,19,9.26,5.14,1.87,2.25,175.9,50,1
181493,26,16.21,7.2,0.84,8.17,421.4,143,0
181495,21,21.75,10.92,1.96,8.87,456.7,97,0
181496,19,15.72,6.16,2.46,7.09,298.7,59,2
181497,25,37.26,11.9,2.02,23.34,931.4,92,0
181498,24,21.04,10.84,1.9,8.3,504.9,99,0
181500,25,16.53,8.36,1.16,7.01,413.3,94,2
181501,24,16.84,8.58,1.0,7.25,404.1,69,2
183192,20,15.23,5.03,5.12,5.09,304.6,57,2
183193,23,14.1,5.22,1.61,7.27,324.2,92,2
183196,26,19.17,9.86,1.18,8.13,498.3,72,0
183197,19,14.04,2.25,4.22,7.58,266.8,58,2
183198,7,14.37,2.03,10.56,1.79,100.6,16,1
183199,21,9.52,3.09,1.42,5.01,200.0,69,1
183200,29,11.99,5.38,1.99,4.62,347.8,75,2
183202,24,14.76,5.56,2.74,6.46,354.3,80,2
183207,24,14.4,7.17,2.37,4.86,345.5,69,2
183209,14,19.93,7.71,3.36,8.86,279.0,46,2
183699,19,10.29,1.86,0.0,8.43,195.6,53,1
183700,16,10.43,2.84,0.0,7.59,166.8,40,1
183701,26,9.38,2.42,2.24,4.72,243.79,119,2
183703,23,12.87,4.15,1.8,6.91,296.0,97,2
183706,26,18.42,8.7,1.93,7.79,479.0,95,0
183707,20,9.72,4.54,0.1,5.08,194.4,56,1
183708,26,17.38,7.99,2.3,7.09,452.0,117,0
184214,17,10.12,3.21,2.21,4.69,172.0,48,1
184215,24,10.05,3.36,1.92,4.77,241.2,104,2
184217,14,11.73,5.9,0.76,5.07,164.2,37,1
184218,12,3.48,0.88,1.64,0.96,41.7,21,1
184219,5,13.26,4.86,0.0,8.4,66.3,10,1
184222,25,12.32,4.6,1.83,5.89,307.9,104,2
184224,20,11.37,4.93,1.13,5.31,227.3,86,2
182488,1,0.3,0.3,0.0,0.0,0.3,0,1
184145,9,15.36,4.56,3.91,6.89,138.2,26,1
182094,21,15.72,7.3,2.8,5.63,330.2,75,2
182095,21,16.27,5.64,3.56,7.06,341.6,77,2
182096,15,17.28,4.62,1.58,11.08,259.2,53,2
182097,22,9.12,2.8,2.46,3.85,200.6,80,1
182098,26,18.77,8.93,1.46,8.38,488.0,130,0
181474,14,4.9,0.93,1.94,2.04,68.6,20,1
181476,26,12.05,5.0,1.59,5.47,313.4,86,2
183709,26,7.76,2.66,1.2,3.9,201.8,141,1
183710,1,1.1,0.0,1.1,0.0,1.1,0,1
183711,20,21.77,7.09,2.31,12.37,435.4,79,0
183712,19,8.13,0.39,0.02,7.72,154.5,67,1
183713,29,13.13,6.04,2.2,4.89,380.9,142,2
183714,11,10.11,3.89,1.06,5.15,111.2,28,1
183716,20,15.2,6.02,1.67,7.51,304.0,78,2
181692,25,12.87,5.3,2.67,4.9,321.7,96,2
181694,26,4.99,1.3,2.22,1.47,129.8,72,1
180371,26,13.22,4.61,1.7,6.91,343.8,119,2
180373,24,14.22,5.8,2.36,6.05,341.2,111,2
180375,25,21.47,6.26,1.28,13.93,536.7,73,0
180377,24,8.58,3.7,1.66,3.22,205.8,92,1
180378,18,7.01,1.89,0.0,5.12,126.1,35,1
180381,26,5.87,1.76,1.27,2.84,152.5,99,1
180382,28,6.17,0.76,1.12,4.29,172.7,110,1
184178,22,15.22,5.72,1.93,7.57,334.8,66,2
181699,25,18.62,6.7,4.98,6.94,465.5,87,0
181702,19,7.55,2.3,1.39,3.86,143.4,51,1
181703,10,18.45,6.53,2.06,9.86,184.5,43,1
181705,25,8.51,3.2,1.53,3.78,212.86,89,1
181708,22,26.59,16.27,0.73,9.59,585.0,59,0
181712,25,21.46,8.6,3.5,9.36,536.4,96,0
181713,23,6.47,1.17,2.33,2.97,148.8,48,1
181714,23,12.37,6.26,1.86,4.26,284.6,83,2
181715,28,13.84,7.14,1.0,5.7,387.5,116,2
181716,28,8.49,3.47,1.38,3.65,237.8,108,2
181502,17,18.12,10.32,2.41,5.39,308.0,51,2
181503,17,24.33,10.87,2.58,10.88,413.6,89,2
180014,27,16.17,9.44,1.7,5.03,436.5,139,0
181504,26,21.29,9.8,2.23,9.27,553.6,117,0
181505,25,23.15,9.5,3.17,10.48,578.7,118,0
181507,18,17.45,6.49,1.81,9.14,314.1,66,2
181508,19,16.63,7.31,1.28,8.03,315.9,70,2
181510,18,12.56,6.17,0.97,5.42,226.0,44,1
181511,23,17.03,8.01,1.98,7.05,391.8,100,2
180015,27,12.81,6.6,1.44,4.78,345.9,85,2
180016,26,11.53,4.98,1.48,5.07,299.9,117,2
180017,22,13.17,3.74,0.32,9.11,289.7,66,2
180018,15,9.33,2.85,0.65,5.83,139.9,30,1
180021,22,7.82,0.11,2.84,4.87,172.0,60,1
180024,13,10.98,2.68,0.0,8.29,142.7,30,1
180025,20,10.11,4.16,1.48,4.47,202.2,75,1
